loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
20000, 60 months,12.69,B,72000,0,debt_consolidation,29.73,0,61.1,50k-75k,15k-20k,12.5-15,60-80,25%+
5000, 36 months,9.91,B,53000,0,medical,17.32,0,81.1,50k-75k,0-5k,7.5-10,80+,15-20%
19000, 36 months,13.49,C,115000,0,car,13.18,0,32,100k+,15k-20k,12.5-15,20-40,10-15%
8000, 36 months,9.91,B,47000,1,debt_consolidation,22.24,0,76.7,25k-50k,5k-10k,7.5-10,60-80,20-25%
7200, 36 months,17.58,D,40000,0,debt_consolidation,21.54,0,94.8,25k-50k,5k-10k,15+,80+,20-25%
2400, 36 months,9.91,B,45000,0,debt_consolidation,18.69,0,49.2,25k-50k,0-5k,7.5-10,40-60,15-20%
25000, 60 months,19.03,E,87000,1,debt_consolidation,22.25,0,24.3,75k-100k,20k-25k,15+,20-40,20-25%
24250, 36 months,19.03,E,55000,0,debt_consolidation,15.21,0,73.2,50k-75k,20k-25k,15+,60-80,15-20%
12000, 36 months,10.65,B,36400,0,debt_consolidation,26.64,0,28.4,25k-50k,10k-15k,10-12.5,20-40,25%+
9500, 36 months,11.71,B,80000,0,credit_card,13.99,0,37.1,75k-100k,5k-10k,10-12.5,20-40,10-15%
20000, 60 months,15.96,C,45000,0,debt_consolidation,18.88,0,57,25k-50k,15k-20k,15+,40-60,15-20%
9000, 36 months,12.69,B,45000,0,debt_consolidation,18.35,0,94.7,25k-50k,5k-10k,12.5-15,80+,15-20%
16000, 36 months,7.9,A,68000,0,debt_consolidation,20.84,0,38.5,50k-75k,15k-20k,7.5-10,20-40,20-25%
19600, 36 months,9.91,B,60000,0,wedding,16.2,0,21.5,50k-75k,15k-20k,7.5-10,20-40,15-20%
10000, 36 months,14.27,C,75000,0,major_purchase,6.94,0,62.3,50k-75k,5k-10k,12.5-15,60-80,5-10%
20000, 60 months,18.25,D,51400,1,debt_consolidation,11.49,0,84.9,50k-75k,15k-20k,15+,80+,10-15%
9750, 36 months,17.27,D,21600,1,debt_consolidation,8.56,1,0,0-25k,5k-10k,15+,,5-10%
20000, 36 months,7.9,A,63000,0,debt_consolidation,18.32,0,12,50k-75k,15k-20k,7.5-10,0-20,15-20%
12000, 36 months,14.27,C,72000,0,credit_card,16.4,0,95.9,50k-75k,10k-15k,12.5-15,80+,15-20%
8000, 36 months,12.42,B,50000,0,debt_consolidation,13.32,0,71.9,25k-50k,5k-10k,10-12.5,60-80,10-15%
28000, 60 months,12.69,B,67000,0,debt_consolidation,17.64,0,81,50k-75k,25k+,12.5-15,80+,15-20%
6000, 36 months,14.27,C,93000,0,credit_card,7.64,0,70.3,75k-100k,5k-10k,12.5-15,60-80,5-10%
16000, 36 months,6.03,A,109000,0,major_purchase,12.45,0,30.3,100k+,15k-20k,0-7.5,20-40,10-15%
19600, 36 months,9.91,B,45000,0,credit_card,22.53,0,82.7,25k-50k,15k-20k,7.5-10,80+,20-25%
11500, 36 months,7.9,A,55000,0,credit_card,4.45,0,68.1,50k-75k,10k-15k,7.5-10,60-80,0-5%
3000, 36 months,12.42,B,28800,0,debt_consolidation,24.38,0,36.5,25k-50k,0-5k,10-12.5,20-40,20-25%
5000, 36 months,7.9,A,53000,0,car,17.23,0,36.1,50k-75k,0-5k,7.5-10,20-40,15-20%
7000, 36 months,12.42,B,54000,1,credit_card,12.84,0,78.8,50k-75k,5k-10k,10-12.5,60-80,10-15%
23325, 36 months,15.27,C,65000,0,credit_card,14.99,0,95.5,50k-75k,20k-25k,15+,80+,10-15%
14400, 60 months,12.69,B,75000,1,debt_consolidation,16.06,0,69.3,50k-75k,10k-15k,12.5-15,60-80,15-20%
12000, 60 months,19.03,E,65000,0,credit_card,15.3,0,68.6,50k-75k,10k-15k,15+,60-80,15-20%
15000, 36 months,7.9,A,31000,1,debt_consolidation,9.83,0,52.4,25k-50k,10k-15k,7.5-10,40-60,5-10%
15000, 60 months,21.67,F,33000,1,debt_consolidation,14.36,0,97.1,25k-50k,10k-15k,15+,80+,10-15%
15850, 60 months,13.49,C,36000,0,debt_consolidation,27.6,0,57.8,25k-50k,15k-20k,12.5-15,40-60,25%+
12000, 36 months,13.49,C,46000,0,credit_card,16.28,0,82.7,25k-50k,10k-15k,12.5-15,80+,15-20%
1800, 36 months,12.69,B,25000,1,other,17.66,0,96.1,0-25k,0-5k,12.5-15,80+,15-20%
17000, 36 months,16.77,D,90000,0,credit_card,15.41,0,81.6,75k-100k,15k-20k,15+,80+,15-20%
5500, 36 months,15.96,C,32000,0,debt_consolidation,21.49,0,88.9,25k-50k,5k-10k,15+,80+,20-25%
10000, 36 months,13.49,C,42000,0,debt_consolidation,8.06,0,47.2,25k-50k,5k-10k,12.5-15,40-60,5-10%
16000, 60 months,14.27,C,62000,1,debt_consolidation,29.36,0,2.2,50k-75k,15k-20k,12.5-15,0-20,25%+
11100, 60 months,15.96,C,26000,1,credit_card,20.49,0,77.4,25k-50k,10k-15k,15+,60-80,20-25%
13000, 36 months,11.71,B,38400,0,debt_consolidation,16.78,0,40,25k-50k,10k-15k,10-12.5,20-40,15-20%
12250, 36 months,14.27,C,45000,0,credit_card,22.8,0,84.8,25k-50k,10k-15k,12.5-15,80+,20-25%
29100, 60 months,20.3,E,72000,1,debt_consolidation,20.23,0,88.8,50k-75k,25k+,15+,80+,20-25%
21600, 60 months,17.58,D,82000,1,debt_consolidation,9.75,0,71.7,75k-100k,20k-25k,15+,60-80,5-10%
10000, 36 months,15.96,C,61000,0,credit_card,5.57,0,75.4,50k-75k,5k-10k,15+,60-80,5-10%
29100, 60 months,18.64,E,58000,0,debt_consolidation,22.18,0,89.7,50k-75k,25k+,15+,80+,20-25%
2000, 36 months,14.27,C,65000,0,debt_consolidation,8.58,0,77,50k-75k,0-5k,12.5-15,60-80,5-10%
9500, 36 months,8.9,A,20000,0,debt_consolidation,14.34,0,78.7,0-25k,5k-10k,7.5-10,60-80,10-15%
21000, 36 months,11.71,B,95000,1,credit_card,9.84,0,76,75k-100k,20k-25k,10-12.5,60-80,5-10%
11300, 36 months,13.49,C,35000,0,credit_card,21.05,0,89,25k-50k,10k-15k,12.5-15,80+,20-25%
12000, 36 months,12.69,B,42500,0,debt_consolidation,19.37,0,92.5,25k-50k,10k-15k,12.5-15,80+,15-20%
15800, 60 months,19.03,E,75000,0,debt_consolidation,20.1,0,83.2,50k-75k,15k-20k,15+,80+,20-25%
18000, 36 months,10.65,B,68000,0,credit_card,10.66,0,68.2,50k-75k,15k-20k,10-12.5,60-80,10-15%
6400, 36 months,8.9,A,37000,0,credit_card,11.84,0,75.6,25k-50k,5k-10k,7.5-10,60-80,10-15%
6000, 36 months,7.51,A,30000,0,credit_card,17.56,0,73,25k-50k,5k-10k,7.5-10,60-80,15-20%
6000, 36 months,8.9,A,55000,0,debt_consolidation,14.71,0,59.9,50k-75k,5k-10k,7.5-10,40-60,10-15%
5000, 36 months,11.71,B,21600,0,other,9.56,0,74.4,0-25k,0-5k,10-12.5,60-80,5-10%
26400, 60 months,19.91,E,103000,0,debt_consolidation,13.41,0,52.2,100k+,25k+,15+,40-60,10-15%
11300, 36 months,14.65,C,70000,0,debt_consolidation,5.85,0,89.7,50k-75k,10k-15k,12.5-15,80+,5-10%
14000, 36 months,14.27,C,86000,0,debt_consolidation,8.86,0,62.8,75k-100k,10k-15k,12.5-15,60-80,5-10%
15000, 36 months,16.29,D,50000,0,credit_card,22.44,0,93,25k-50k,10k-15k,15+,80+,20-25%
23600, 36 months,13.49,C,102000,0,credit_card,14.19,0,83.9,100k+,20k-25k,12.5-15,80+,10-15%
5100, 36 months,8.9,A,36000,0,debt_consolidation,21.57,0,56.2,25k-50k,5k-10k,7.5-10,40-60,20-25%
7500, 36 months,8.9,A,75000,0,wedding,7.49,0,84.7,50k-75k,5k-10k,7.5-10,80+,5-10%
10000, 36 months,10.65,B,58000,0,credit_card,9.72,0,52.8,50k-75k,5k-10k,10-12.5,40-60,5-10%
6000, 36 months,19.42,E,36000,0,debt_consolidation,15.57,0,97.5,25k-50k,5k-10k,15+,80+,15-20%
2000, 36 months,14.27,C,100000,0,other,14.92,0,77.8,75k-100k,0-5k,12.5-15,60-80,10-15%
6000, 36 months,7.51,A,45000,0,major_purchase,27.73,0,40.2,25k-50k,5k-10k,7.5-10,40-60,25%+
18000, 60 months,20.3,E,55000,0,debt_consolidation,12.87,0,83.4,50k-75k,15k-20k,15+,80+,10-15%
10000, 36 months,16.77,D,49000,0,debt_consolidation,20.4,0,82.1,25k-50k,5k-10k,15+,80+,20-25%
24000, 60 months,21.67,F,85000,0,credit_card,19.93,0,70.3,75k-100k,20k-25k,15+,60-80,15-20%
10000, 36 months,12.42,B,26000,0,credit_card,12.83,0,69.6,25k-50k,5k-10k,10-12.5,60-80,10-15%
10000, 36 months,16.77,D,40000,0,credit_card,21.63,0,98.8,25k-50k,5k-10k,15+,80+,20-25%
10175, 36 months,12.69,B,45136,0,credit_card,10.79,0,47.3,25k-50k,10k-15k,12.5-15,40-60,10-15%
17000, 60 months,19.03,E,78050,1,debt_consolidation,16.84,0,89.2,75k-100k,15k-20k,15+,80+,15-20%
5600, 36 months,7.9,A,32000,0,debt_consolidation,23.85,0,26.3,25k-50k,5k-10k,7.5-10,20-40,20-25%
20000, 60 months,18.25,D,102000,1,debt_consolidation,9.26,0,81.2,100k+,15k-20k,15+,80+,5-10%
10000, 36 months,11.71,B,50000,0,credit_card,10.99,0,49.2,25k-50k,5k-10k,10-12.5,40-60,10-15%
5600, 36 months,15.27,C,46000,0,debt_consolidation,4.8,0,60.2,25k-50k,5k-10k,15+,60-80,0-5%
2800, 36 months,10.65,B,136000,0,credit_card,10.83,0,77.3,100k+,0-5k,10-12.5,60-80,10-15%
9600, 36 months,11.71,B,62100,0,small_business,11,0,35.4,50k-75k,5k-10k,10-12.5,20-40,10-15%
24000, 36 months,6.62,A,88620,0,debt_consolidation,4.06,0,32.2,75k-100k,20k-25k,0-7.5,20-40,0-5%
18400, 60 months,14.27,C,61938,1,debt_consolidation,9.01,0,69.4,50k-75k,15k-20k,12.5-15,60-80,5-10%
9000, 36 months,6.62,A,98400,0,debt_consolidation,12.93,0,76.7,75k-100k,5k-10k,0-7.5,60-80,10-15%
6000, 36 months,12.42,B,30000,0,debt_consolidation,21.64,0,69.5,25k-50k,5k-10k,10-12.5,60-80,20-25%
5000, 36 months,15.96,C,41000,1,credit_card,23.47,0,75.5,25k-50k,0-5k,15+,60-80,20-25%
10000, 36 months,10.65,B,48000,0,debt_consolidation,9.47,0,69.6,25k-50k,5k-10k,10-12.5,60-80,5-10%
16800, 60 months,16.77,D,55000,1,debt_consolidation,20.57,0,73.7,50k-75k,15k-20k,15+,60-80,20-25%
22000, 60 months,14.65,C,85500,1,credit_card,27.9,0,60,75k-100k,20k-25k,12.5-15,40-60,25%+
10800, 36 months,7.51,A,75000,1,debt_consolidation,16.59,0,59.2,50k-75k,10k-15k,7.5-10,40-60,15-20%
7200, 36 months,10.65,B,50000,0,credit_card,24.55,0,81.9,25k-50k,5k-10k,10-12.5,80+,20-25%
10625, 36 months,14.27,C,25000,0,debt_consolidation,14.74,0,68.2,0-25k,10k-15k,12.5-15,60-80,10-15%
5000, 36 months,15.96,C,35000,1,moving,2.43,0,18.8,25k-50k,0-5k,15+,0-20,0-5%
10000, 36 months,15.27,C,49639.62,0,debt_consolidation,21.39,0,50,25k-50k,5k-10k,15+,40-60,20-25%
5000, 36 months,13.49,C,40752,0,other,23.5,0,40,25k-50k,0-5k,12.5-15,20-40,20-25%
8400, 36 months,6.62,A,62000,0,debt_consolidation,1.84,0,74.6,50k-75k,5k-10k,0-7.5,60-80,0-5%
25000, 60 months,18.64,E,50000,1,small_business,5.81,0,96.1,25k-50k,20k-25k,15+,80+,5-10%
24000, 60 months,17.58,D,72000,0,major_purchase,20.48,0,60.9,50k-75k,20k-25k,15+,60-80,20-25%
4800, 36 months,7.9,A,95000,0,debt_consolidation,10.74,0,55,75k-100k,0-5k,7.5-10,40-60,10-15%
14000, 36 months,14.65,C,78000,1,debt_consolidation,25.97,0,1.1,75k-100k,10k-15k,12.5-15,0-20,25%+
7000, 36 months,13.49,C,125000,0,debt_consolidation,23.6,0,85.1,100k+,5k-10k,12.5-15,80+,20-25%
15000, 36 months,16.77,D,50000,0,debt_consolidation,16.13,0,79.7,25k-50k,10k-15k,15+,60-80,15-20%
13000, 36 months,12.42,B,38000,0,credit_card,7.77,0,68,25k-50k,10k-15k,10-12.5,60-80,5-10%
30000, 36 months,14.27,C,125000,0,credit_card,13.93,0,47,100k+,25k+,12.5-15,40-60,10-15%
6400, 36 months,8.9,A,32000,0,small_business,9.26,0,69.5,25k-50k,5k-10k,7.5-10,60-80,5-10%
5650, 36 months,9.91,B,51000,0,debt_consolidation,17.29,0,56.8,50k-75k,5k-10k,7.5-10,40-60,15-20%
7000, 36 months,7.51,A,60000,0,major_purchase,25.56,0,19.4,50k-75k,5k-10k,7.5-10,0-20,25%+
8500, 36 months,11.71,B,25000,0,debt_consolidation,18.43,0,85.3,0-25k,5k-10k,10-12.5,80+,15-20%
28000, 60 months,15.96,C,60000,0,debt_consolidation,8.32,0,89.8,50k-75k,25k+,15+,80+,5-10%
7000, 36 months,7.51,A,37740,0,credit_card,16.72,0,18.3,25k-50k,5k-10k,7.5-10,0-20,15-20%
30000, 60 months,20.89,F,96000,0,credit_card,14.6,0,66.6,75k-100k,25k+,15+,60-80,10-15%
20000, 36 months,12.69,B,94500,0,debt_consolidation,21.3,0,74.2,75k-100k,15k-20k,12.5-15,60-80,20-25%
6000, 36 months,14.27,C,32000,0,debt_consolidation,21.94,0,66.7,25k-50k,5k-10k,12.5-15,60-80,20-25%
10000, 36 months,7.9,A,72000,0,car,15.12,0,38.3,50k-75k,5k-10k,7.5-10,20-40,15-20%
12000, 36 months,7.9,A,100000,0,debt_consolidation,18.2,0,75.5,75k-100k,10k-15k,7.5-10,60-80,15-20%
12500, 60 months,21.28,F,100000,0,home_improvement,5.48,0,27.6,75k-100k,10k-15k,15+,20-40,5-10%
16450, 60 months,17.27,D,38000,0,credit_card,24.85,0,74.9,25k-50k,15k-20k,15+,60-80,20-25%
2500, 36 months,15.27,C,39420,0,other,21.61,0,58.7,25k-50k,0-5k,15+,40-60,20-25%
6200, 36 months,7.9,A,15000,0,major_purchase,7.6,0,12.4,0-25k,5k-10k,7.5-10,0-20,5-10%
12000, 36 months,12.69,B,62000,0,credit_card,22.66,0,61.4,50k-75k,10k-15k,12.5-15,60-80,20-25%
10000, 36 months,14.27,C,45000,0,credit_card,4.93,0,82.4,25k-50k,5k-10k,12.5-15,80+,0-5%
4800, 36 months,16.29,D,30000,0,debt_consolidation,16.72,0,87.9,25k-50k,0-5k,15+,80+,15-20%
17050, 36 months,12.69,B,60000,0,debt_consolidation,20.84,0,74.5,50k-75k,15k-20k,12.5-15,60-80,20-25%
12700, 36 months,14.27,C,23000,0,debt_consolidation,10.07,0,61.7,0-25k,10k-15k,12.5-15,60-80,10-15%
12000, 60 months,20.3,E,48000,1,home_improvement,14.65,0,77,25k-50k,10k-15k,15+,60-80,10-15%
15000, 60 months,19.91,E,48000,0,debt_consolidation,20.82,0,81.5,25k-50k,10k-15k,15+,80+,20-25%
24000, 60 months,19.03,E,70000,0,credit_card,17.67,0,85.8,50k-75k,20k-25k,15+,80+,15-20%
11200, 36 months,17.27,D,36840,0,debt_consolidation,14.07,0,95.8,25k-50k,10k-15k,15+,80+,10-15%
7000, 36 months,11.71,B,50000,0,credit_card,24.24,0,93.2,25k-50k,5k-10k,10-12.5,80+,20-25%
6200, 60 months,19.42,E,55000,0,credit_card,11.35,0,92.2,50k-75k,5k-10k,15+,80+,10-15%
20000, 60 months,15.96,C,60000,0,credit_card,23.54,0,73.5,50k-75k,15k-20k,15+,60-80,20-25%
12000, 36 months,16.77,D,48000,0,credit_card,11.78,0,92.2,25k-50k,10k-15k,15+,80+,10-15%
8500, 60 months,20.3,E,82000,0,debt_consolidation,10.6,0,87.9,75k-100k,5k-10k,15+,80+,10-15%
12000, 36 months,6.62,A,45000,0,credit_card,9.89,0,60.9,25k-50k,10k-15k,0-7.5,60-80,5-10%
12000, 60 months,13.49,C,50000,0,debt_consolidation,24.82,0,81.2,25k-50k,10k-15k,12.5-15,80+,20-25%
20000, 60 months,17.27,D,56508,1,credit_card,23.08,0,60.9,50k-75k,15k-20k,15+,60-80,20-25%
10400, 36 months,13.49,C,57460,0,debt_consolidation,22.62,0,73.1,50k-75k,10k-15k,12.5-15,60-80,20-25%
5000, 36 months,12.69,B,60400,0,wedding,12.87,0,66.6,50k-75k,0-5k,12.5-15,60-80,10-15%
8400, 36 months,17.27,D,34000,0,debt_consolidation,12.85,0,89.5,25k-50k,5k-10k,15+,80+,10-15%
24000, 60 months,21.67,F,98000,0,debt_consolidation,18.02,0,88.8,75k-100k,20k-25k,15+,80+,15-20%
20000, 36 months,12.42,B,100000,0,debt_consolidation,26.4,0,95.6,75k-100k,15k-20k,10-12.5,80+,25%+
11000, 36 months,13.49,C,50000,0,home_improvement,11.02,0,65,25k-50k,10k-15k,12.5-15,60-80,10-15%
18950, 60 months,19.03,E,49500,0,credit_card,13.99,0,97.4,25k-50k,15k-20k,15+,80+,10-15%
12000, 36 months,11.71,B,35000,0,debt_consolidation,13.37,0,85.7,25k-50k,10k-15k,10-12.5,80+,10-15%
20000, 36 months,11.71,B,50000,0,debt_consolidation,15.98,0,55.3,25k-50k,15k-20k,10-12.5,40-60,15-20%
7200, 36 months,17.58,D,56000,0,debt_consolidation,8.64,0,94.1,50k-75k,5k-10k,15+,80+,5-10%
12600, 60 months,16.77,D,41000,0,debt_consolidation,20.22,0,78.7,25k-50k,10k-15k,15+,60-80,20-25%
15000, 36 months,11.71,B,60000,0,debt_consolidation,15.56,0,56.5,50k-75k,10k-15k,10-12.5,40-60,15-20%
4250, 36 months,12.69,B,50000,0,credit_card,9.26,0,57.2,25k-50k,0-5k,12.5-15,40-60,5-10%
7000, 36 months,9.91,B,62000,0,credit_card,5.01,0,58.2,50k-75k,5k-10k,7.5-10,40-60,5-10%
1500, 36 months,15.96,C,97000,0,small_business,19.63,0,85.7,75k-100k,0-5k,15+,80+,15-20%
15600, 60 months,20.3,E,85000,0,debt_consolidation,18.9,0,80.8,75k-100k,15k-20k,15+,80+,15-20%
21000, 60 months,18.64,E,110000,0,debt_consolidation,13.57,0,92.3,100k+,20k-25k,15+,80+,10-15%
20000, 60 months,12.69,B,65918,0,debt_consolidation,15.53,0,56,50k-75k,15k-20k,12.5-15,40-60,15-20%
20000, 60 months,13.49,C,55000,1,credit_card,20.62,0,52.4,50k-75k,15k-20k,12.5-15,40-60,20-25%
12000, 36 months,8.9,A,42900,0,debt_consolidation,16.03,0,76.8,25k-50k,10k-15k,7.5-10,60-80,15-20%
10000, 36 months,12.69,B,51000,0,credit_card,10.16,0,96.5,50k-75k,5k-10k,12.5-15,80+,10-15%
5800, 60 months,19.03,E,51300,0,debt_consolidation,17.44,0,94.2,50k-75k,5k-10k,15+,80+,15-20%
2400, 36 months,12.42,B,45000,0,moving,16.4,0,23.5,25k-50k,0-5k,10-12.5,20-40,15-20%
28100, 60 months,14.65,C,60000,0,debt_consolidation,24.16,0,62.8,50k-75k,25k+,12.5-15,60-80,20-25%
4500, 36 months,6.62,A,72000,0,credit_card,15.77,0,75.1,50k-75k,0-5k,0-7.5,60-80,15-20%
4800, 36 months,10.65,B,26000,0,credit_card,11.82,0,70.1,25k-50k,0-5k,10-12.5,60-80,10-15%
18000, 36 months,10.65,B,77000,0,debt_consolidation,10.64,0,61.6,75k-100k,15k-20k,10-12.5,60-80,10-15%
25000, 36 months,7.51,A,56900,0,debt_consolidation,15.48,0,71.3,50k-75k,20k-25k,7.5-10,60-80,15-20%
18000, 36 months,7.9,A,140000,0,debt_consolidation,2.69,0,81.1,100k+,15k-20k,7.5-10,80+,0-5%
6000, 36 months,15.96,C,72000,0,credit_card,4.15,0,82.6,50k-75k,5k-10k,15+,80+,0-5%
27000, 36 months,13.49,C,83000,0,debt_consolidation,19.59,0,92.3,75k-100k,25k+,12.5-15,80+,15-20%
3000, 36 months,9.91,B,45600,0,major_purchase,8,0,52.4,25k-50k,0-5k,7.5-10,40-60,5-10%
10000, 36 months,10.65,B,68000,0,debt_consolidation,24.19,0,55.5,50k-75k,5k-10k,10-12.5,40-60,20-25%
10125, 36 months,14.65,C,70000,0,debt_consolidation,8.13,0,69.7,50k-75k,10k-15k,12.5-15,60-80,5-10%
8000, 36 months,12.42,B,47000,0,debt_consolidation,24.92,0,89.1,25k-50k,5k-10k,10-12.5,80+,20-25%
10000, 36 months,9.91,B,45000,0,debt_consolidation,7.63,0,61.6,25k-50k,5k-10k,7.5-10,60-80,5-10%
21600, 60 months,21.67,F,82900,0,home_improvement,12.49,0,93,75k-100k,20k-25k,15+,80+,10-15%
12000, 36 months,10.65,B,110000,0,debt_consolidation,11.88,0,88.4,100k+,10k-15k,10-12.5,80+,10-15%
6000, 36 months,15.27,C,49000,0,debt_consolidation,23.29,0,72.8,25k-50k,5k-10k,15+,60-80,20-25%
14000, 36 months,16.29,D,70000,0,credit_card,12.26,0,95.7,50k-75k,10k-15k,15+,80+,10-15%
8000, 36 months,14.27,C,50000,0,credit_card,19.34,0,80.3,25k-50k,5k-10k,12.5-15,80+,15-20%
8000, 36 months,12.69,B,38000,0,debt_consolidation,10.55,0,36.6,25k-50k,5k-10k,12.5-15,20-40,10-15%
21000, 36 months,8.9,A,125000,0,small_business,2.94,0,6.5,100k+,20k-25k,7.5-10,0-20,0-5%
22000, 60 months,11.71,B,70000,1,debt_consolidation,18.45,0,0,50k-75k,20k-25k,10-12.5,,15-20%
6000, 36 months,15.96,C,28800,0,house,18.25,0,57.4,25k-50k,5k-10k,15+,40-60,15-20%
15000, 36 months,17.58,D,130000,0,debt_consolidation,6.91,0,71.9,100k+,10k-15k,15+,60-80,5-10%
5200, 36 months,11.71,B,54000,0,debt_consolidation,5.58,0,52.9,50k-75k,5k-10k,10-12.5,40-60,5-10%
17500, 36 months,7.9,A,40000,0,credit_card,11.43,0,62.9,25k-50k,15k-20k,7.5-10,60-80,10-15%
6400, 36 months,11.71,B,50000,0,debt_consolidation,15.84,0,71.7,25k-50k,5k-10k,10-12.5,60-80,15-20%
3825, 36 months,10.65,B,22000,0,debt_consolidation,9.65,0,89.4,0-25k,0-5k,10-12.5,80+,5-10%
21000, 36 months,7.9,A,60000,0,debt_consolidation,13.6,0,42.7,50k-75k,20k-25k,7.5-10,40-60,10-15%
14000, 36 months,12.42,B,72000,0,credit_card,19.8,0,74.6,50k-75k,10k-15k,10-12.5,60-80,15-20%
18950, 36 months,10.65,B,50000,0,other,18.94,0,70.1,25k-50k,15k-20k,10-12.5,60-80,15-20%
3000, 36 months,9.91,B,40000,0,home_improvement,8.19,0,4.3,25k-50k,0-5k,7.5-10,0-20,5-10%
2400, 36 months,12.69,B,48000,1,vacation,15.28,0,56.7,25k-50k,0-5k,12.5-15,40-60,15-20%
6000, 36 months,12.69,B,75000,0,other,18.06,0,66.6,50k-75k,5k-10k,12.5-15,60-80,15-20%
16000, 60 months,18.64,E,115000,0,debt_consolidation,10.77,1,76.1,100k+,15k-20k,15+,60-80,10-15%
18000, 36 months,12.42,B,90000,0,credit_card,7.4,0,69.9,75k-100k,15k-20k,10-12.5,60-80,5-10%
10000, 36 months,16.29,D,25000,0,credit_card,14.11,0,96.2,0-25k,5k-10k,15+,80+,10-15%
2125, 36 months,15.27,C,35000,0,debt_consolidation,14.95,0,95,25k-50k,0-5k,15+,80+,10-15%
7500, 36 months,7.9,A,34000,1,debt_consolidation,29.29,0,60,25k-50k,5k-10k,7.5-10,40-60,25%+
10000, 36 months,6.62,A,80000,0,small_business,2.59,0,7.4,75k-100k,5k-10k,0-7.5,0-20,0-5%
16000, 36 months,9.91,B,40000,0,credit_card,14.46,0,70,25k-50k,15k-20k,7.5-10,60-80,10-15%
20000, 36 months,7.9,A,60000,0,small_business,21.42,0,46.4,50k-75k,15k-20k,7.5-10,40-60,20-25%
3600, 36 months,14.27,C,106000,0,debt_consolidation,2.89,0,68.1,100k+,0-5k,12.5-15,60-80,0-5%
20000, 60 months,18.25,D,99996,0,debt_consolidation,0.07,0,6.1,75k-100k,15k-20k,15+,0-20,0-5%
8000, 36 months,11.71,B,25000,0,credit_card,15.74,0,78.7,0-25k,5k-10k,10-12.5,60-80,15-20%
4000, 36 months,8.9,A,15456,0,credit_card,19.18,0,85.4,0-25k,0-5k,7.5-10,80+,15-20%
18800, 60 months,18.25,D,46000,1,credit_card,16.15,0,97.9,25k-50k,15k-20k,15+,80+,15-20%
14000, 36 months,12.42,B,84000,0,credit_card,14.57,0,78.6,75k-100k,10k-15k,10-12.5,60-80,10-15%
16775, 36 months,14.27,C,140000,0,credit_card,12.42,0,53,100k+,15k-20k,12.5-15,40-60,10-15%
6325, 36 months,8.9,A,25000,0,credit_card,22.94,0,70.6,0-25k,5k-10k,7.5-10,60-80,20-25%
13225, 36 months,13.49,C,35000,0,debt_consolidation,22.53,0,62.8,25k-50k,10k-15k,12.5-15,60-80,20-25%
10000, 36 months,14.65,C,31000,0,debt_consolidation,12.08,0,62.7,25k-50k,5k-10k,12.5-15,60-80,10-15%
13500, 36 months,8.9,A,100000,0,debt_consolidation,3.16,1,49.5,75k-100k,10k-15k,7.5-10,40-60,0-5%
12000, 60 months,12.69,B,60000,0,debt_consolidation,17.62,0,69.3,50k-75k,10k-15k,12.5-15,60-80,15-20%
15000, 60 months,7.9,A,45000,0,debt_consolidation,7.39,0,19.2,25k-50k,10k-15k,7.5-10,0-20,5-10%
20200, 60 months,21.28,F,59670,1,debt_consolidation,16.87,0,78.2,50k-75k,20k-25k,15+,60-80,15-20%
20000, 36 months,14.27,C,95000,1,debt_consolidation,14.69,0,78.8,75k-100k,15k-20k,12.5-15,60-80,10-15%
12000, 36 months,13.49,C,112000,0,moving,20.56,0,71.8,100k+,10k-15k,12.5-15,60-80,20-25%
10600, 60 months,6,C,54000,0,credit_card,28.78,0,56.4,50k-75k,10k-15k,0-7.5,40-60,25%+
13475, 36 months,10.65,B,35000,0,debt_consolidation,22.83,0,62,25k-50k,10k-15k,10-12.5,60-80,20-25%
4000, 36 months,9.91,B,48000,0,credit_card,21.02,0,82.2,25k-50k,0-5k,7.5-10,80+,20-25%
7500, 36 months,16.29,D,67000,1,home_improvement,16.67,0,80.3,50k-75k,5k-10k,15+,80+,15-20%
21000, 60 months,19.42,E,42000,1,small_business,11.26,0,72.2,25k-50k,20k-25k,15+,60-80,10-15%
9600, 60 months,17.27,D,40000,0,credit_card,12.9,0,60.9,25k-50k,5k-10k,15+,60-80,10-15%
10000, 36 months,7.51,A,75000,0,debt_consolidation,26.34,0,64.1,50k-75k,5k-10k,7.5-10,60-80,25%+
3725, 36 months,12.69,B,27302.4,0,debt_consolidation,18.72,0,78.2,25k-50k,0-5k,12.5-15,60-80,15-20%
19425, 60 months,20.89,F,46500,1,debt_consolidation,21.19,0,70.2,25k-50k,15k-20k,15+,60-80,20-25%
25900, 60 months,16.77,D,62000,0,credit_card,22.94,0,74.9,50k-75k,25k+,15+,60-80,20-25%
30000, 60 months,21.67,F,100000,1,debt_consolidation,1.19,1,89.1,75k-100k,25k+,15+,80+,0-5%
13000, 60 months,19.42,E,37500,0,debt_consolidation,9.82,0,89.9,25k-50k,10k-15k,15+,80+,5-10%
15600, 60 months,14.65,C,48575,1,debt_consolidation,22.33,0,56.8,25k-50k,15k-20k,12.5-15,40-60,20-25%
